,episode,step,red_action_success,red_action_type,red_action_src,red_action_dest,blue_action,blue_action_id,blue_action_target,reward
125,1,25,True,lateral-movement,server_or_host37,server_or_host67,deploy_decoy,decoy_limit_exceeded,server_subnet2,-10.0
126,1,26,True,discovery,server_or_host67,server_or_host67,deploy_decoy,decoy_limit_exceeded,server_subnet1,-5.0
127,1,27,True,portscan,server_or_host67,server_or_host39,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-2.0
128,1,28,True,portscan,server_or_host67,server_or_host36,deploy_decoy,decoy_limit_exceeded,user_subnet2,-2.0
129,1,29,True,portscan,server_or_host67,server_or_host46,nothing,264ab5d00ef2423283599768370c9b71,,-2.0
130,1,30,True,portscan,server_or_host67,server_or_host58,deploy_decoy,decoy_limit_exceeded,subnet3,-2.0
131,1,31,True,portscan,server_or_host67,server_or_host35,deploy_decoy,decoy_limit_exceeded,user_subnet1,-2.0
132,1,32,True,lateral-movement,server_or_host67,server_or_host50,deploy_decoy,decoy_limit_exceeded,user_subnet1,-10.0
133,1,33,True,discovery,server_or_host50,server_or_host50,deploy_decoy,decoy_limit_exceeded,server_subnet1,-5.0
134,1,34,True,portscan,server_or_host50,server_or_host65,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-2.0
135,1,35,True,lateral-movement,server_or_host50,server_or_host51,deploy_decoy,decoy_limit_exceeded,subnet3,-10.0
136,1,36,True,discovery,server_or_host51,server_or_host51,deploy_decoy,decoy_limit_exceeded,dmz_subnet,-5.0
137,1,37,True,portscan,server_or_host51,server_or_host62,deploy_decoy,decoy_limit_exceeded,subnet3,-2.0
138,1,38,True,portscan,server_or_host51,server_or_host41,nothing,4be832ae7a6a4a4eacc3ae11313cdc02,,-2.0
139,1,39,True,lateral-movement,server_or_host51,server_or_host39,deploy_decoy,decoy_limit_exceeded,server_subnet1,-10.0
140,1,40,True,discovery,server_or_host39,server_or_host39,deploy_decoy,decoy_limit_exceeded,dmz_subnet2,-5.0
141,1,41,True,portscan,server_or_host39,server_or_host59,deploy_decoy,decoy_limit_exceeded,user_subnet1,-2.0
142,1,42,True,portscan,server_or_host39,server_or_host64,deploy_decoy,decoy_limit_exceeded,subnet4,-2.0
